Title,Link,Company,Date
Back-end Developer,https://rabota.by/vacancy/40716542?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Спекс Инвестментс,2020-11-30 00:00:00
DevOps Engineer/стажер,https://rabota.by/vacancy/40717433?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ИТС Партнёр,2020-11-30 00:00:00
Data Engineer,https://rabota.by/vacancy/38240529?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,УП Руна Системс,2020-12-01 00:00:00
"DevOps Engineer (Kubernetes, AWS)",https://rabota.by/vacancy/40750219?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,SoftTeco,2020-12-02 00:00:00
Security Engineer,https://rabota.by/vacancy/40811591?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Flo Health,2020-12-04 00:00:00
Blockchain Developer,https://rabota.by/vacancy/40716488?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Спекс Инвестментс,2020-11-30 00:00:00
Data Engineer (Product Company),https://rabota.by/vacancy/39054242?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Profitero,2020-11-30 00:00:00
Data Analyst [Remote],https://hh.ru/vacancy/40812216?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Cloud Linux,2020-12-04 00:00:00
"Backend Engineer, RAVE Tooling",https://rabota.by/vacancy/39616105?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО МэпДэйта,2020-11-30 00:00:00
DevOps Engineer,https://rabota.by/vacancy/41086221?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Файердом Бел,2020-12-21 00:00:00
Веб-разработчик PHP,https://rabota.by/vacancy/40879518?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО ЮнайтедТиМ,2020-12-09 00:00:00
QA Engineer/Тестировщик,https://rabota.by/vacancy/40728859?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,Пари-Матч,2020-12-01 00:00:00
Unity 3D Developer (C#),https://rabota.by/vacancy/40218462?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО АПМ2 Студио,2020-12-01 00:00:00
Преподаватель математики и информатики,https://rabota.by/vacancy/41059000?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ИП Ревинский Д. О.,2020-12-18 00:00:00
Middle/Senior DevOps Engineer,https://rabota.by/vacancy/40954061?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ArasCorp,2020-12-11 00:00:00
QA Automation engineer,https://rabota.by/vacancy/40828813?query=Python%20%D1%80%D0%B0%D0%B7%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%87%D0%B8%D0%BA,ООО Дигитеум,2020-12-07 00:00:00
